"","gene","genename","genechr","genepos","genedesc"
"9566","Hs.153685","KIAA0322","7","43092.157","KIAA0322 protein"
"9567","Hs.154495","ACHE","7","100099.014","acetylcholinesterase (YT blood group)"
"9568","Hs.157037","NR5A1","9","122619.56","nuclear receptor subfamily 5, group A, member 1"
"9569","Hs.1578","BIRC5","17","76807.471","baculoviral IAP repeat-containing 5 (survivin)"
"9570","Hs.159396","PAMCI","12","84700.798","peptidylglycine alpha-amidating monooxygenase COOH-terminal interactor"
"9571","Hs.169832","ZNF42","19","63765.109","zinc finger protein 42 (myeloid-specific retinoic acid- responsive)"
"9572","Hs.174140","ACLY","17","40396.344","ATP citrate lyase"
"9573","Hs.180414","HSPA8","11","122465.852","heat shock 70kD protein 8"
"9574","Hs.181350","KLK2","19","56068.5","kallikrein 2, prostatic"
"9575","Hs.182378","CSF2RA",NA,NA,"colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)"
"9576","Hs.279562","MYT1","20","63522.174","myelin transcription factor 1"
"9577","Hs.2041","TPO","2","1360.222","thyroid peroxidase"
"9578","Hs.23965","SLC22A6","11","62519.428","solute carrier family 22 (organic anion transporter), member 6"
"9579","Hs.274370","OSBPL7","17","46359.376","oxysterol binding protein-like 7"
"9580","Hs.284259","DNAH9","17","11702.313","dynein, axonemal, heavy polypeptide 9"
"9581","Hs.130881","BCL11A","2","60652.835","B-cell CLL/lymphoma 11A (zinc finger protein)"
"9582","Hs.155524","PNUTL2","17","57072.253","peanut-like 2 (Drosophila)"
"9583","Hs.348","CAMK4","5","110636.297","calcium/calmodulin-dependent protein kinase IV"
"9584","Hs.46700","ING1","13","109065.359","inhibitor of growth family, member 1"
"9585","Hs.5464","SMAP","11","16724.502","thyroid hormone receptor coactivating protein"
"9586","Hs.78036","SLC6A2","16","55469.147","solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2"
"9587","Hs.856","IFNG","12","66834.815","interferon, gamma"
"9588","Hs.89626","PTHLH","12","28006.787","parathyroid hormone-like hormone"
"9589","Hs.89751","MS4A2","11","59631.496","membrane-spanning 4-domains, subfamily A, member 2 (Fc fragment of IgE, high affinity I, receptor for; beta polypeptide)"
"9590","Hs.92374","C20orf16","20","4147.356","chromosome 20 open reading frame 16"
"9591","Hs.760","MGC2306","3","129519.18","hypothetical protein MGC2306"
"9592","Hs.82143","ELF2","4","140556.497","E74-like factor 2 (ets domain transcription factor)"
"9593","Hs.89633","PML","15","72002.83","promyelocytic leukemia"
"9594","Hs.129783","SCN2B","11","117573.837","sodium channel, voltage-gated, type II, beta polypeptide"
"9595","Hs.129783","SCN2B","11","117573.837","sodium channel, voltage-gated, type II, beta polypeptide"
"9596","Hs.129914","RUNX1","21","35080.5","runt-related transcription factor 1 (acute myeloid leukemia 1; aml1 oncogene)"
"9597","Hs.137425","SLC21A6","12","21175.402","solute carrier family 21 (organic anion transporter), member 6"
"9598","Hs.146688","PTGES","9","127876.673","prostaglandin E synthase"
"9599","Hs.149323","PCDHGA8","5","140799.983","protocadherin gamma subfamily A, 8"
"9600","Hs.153026","SWAP70","11","9649.961","SWAP-70 protein"
"9601","Hs.153042","LY9","1","157982.739","lymphocyte antigen 9"
"9602","Hs.16003","RBBP4","1","32619.296","retinoblastoma binding protein 4"
"9603","Hs.16611","TPD52L1","6","125455.493","tumor protein D52-like 1"
"9604","Hs.356137","NPR2L","3","50343.93","homologous to yeast nitrogen permease (candidate tumor suppressor)"
"9605","Hs.170917","PTGER3","1","70688.04","prostaglandin E receptor 3 (subtype EP3)"
"9606","Hs.170917","PTGER3","1","70688.04","prostaglandin E receptor 3 (subtype EP3)"
"9607","Hs.181128","ELK1","23","46540.901","ELK1, member of ETS oncogene family"
"9608","Hs.181345","SAH","16","20741.922","SA hypertension-associated homolog (rat)"
"9609","Hs.18528","SSNA1","9","135440.425","Sjogrenps syndrome nuclear autoantigen 1"
"9610","Hs.18895","TLK1","2","172051.113","tousled-like kinase 1"
"9611","Hs.194746","CACNA1G","17","49113.458","calcium channel, voltage-dependent, alpha 1G subunit"
"9612","Hs.203","CCKBR","11","6245.274","cholecystokinin B receptor"
"9613","Hs.2199","SCTR","2","120292.565","secretin receptor"
"9614","Hs.22654","SCN1A","2","167050.269","sodium channel, voltage-gated, type I, alpha polypeptide"
"9615","Hs.235887","HRMT1L1","21","46911.768","HMT1 hnRNP methyltransferase-like 1 (S. cerevisiae)"
"9616","Hs.247043","ARTS-1","5","96170.593","type 1 tumor necrosis factor receptor shedding aminopeptidase regulator"
"9617","Hs.247551","MTX1","1","152395.834","metaxin 1"
"9618","Hs.352109","H2BFA","6","26324.406","H2B histone family, member A"
"9619","Hs.355888","PLCB2","15","38296.165","phospholipase C, beta 2"
"9620","Hs.270847","LOC51174","17","58412.103","delta-tubulin"
"9621","Hs.272493","SCYA15","17","34456.241","small inducible cytokine subfamily A (Cys-Cys), member 15"
"9622","Hs.278599","NR6A1","9","122658.45","nuclear receptor subfamily 6, group A, member 1"
"9623","Hs.278599","NR6A1","9","122658.45","nuclear receptor subfamily 6, group A, member 1"
"9624","Hs.285529","GPR49","12","70120.079","G protein-coupled receptor 49"
"9625","Hs.278632","SSX4","23","47307.505","synovial sarcoma, X breakpoint 4"
"9626","Hs.32949","DEFB1","8","6715.524","defensin, beta 1"
"9627","Hs.32956","FUT6","19","5767.403","fucosyltransferase 6 (alpha (1,3) fucosyltransferase)"
"9628","Hs.32956","FUT6","19","5767.403","fucosyltransferase 6 (alpha (1,3) fucosyltransferase)"
"9629","Hs.36451","GRIN2C","17","73435.29","glutamate receptor, ionotropic, N-methyl D-aspartate 2C"
"9630","Hs.41735","P2RX1","17","4006.474","purinergic receptor P2X, ligand-gated ion channel, 1"
"9631","Hs.463","KCNJ1","11","128245.566","potassium inwardly-rectifying channel, subfamily J, member 1"
"9632","Hs.463","KCNJ1","11","128245.566","potassium inwardly-rectifying channel, subfamily J, member 1"
"9633","Hs.4884","CAMK2B","7","43999.676","calcium/calmodulin-dependent protein kinase (CaM kinase) II beta"
"9634","Hs.51233","TNFRSF10B","8","22899.588","tumor necrosis factor receptor superfamily, member 10b"
"9635","Hs.333139","RAB6C","2","130830.503","RAB6C, member RAS oncogene family"
"9636","Hs.57764","PPM1A","14","58702.51","protein phosphatase 1A (formerly 2C), magnesium-dependent, alpha isoform"
"9637","Hs.6132","CPNE6","14","22530.883","copine VI (neuronal)"
"9638","Hs.100469","MLLT4","6","167985.245","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4"
"9639","Hs.112193","MSH5","6","31812.057","mutS homolog 5 (E. coli)"
"9640","Hs.1198","GRIN2B","12","13605.41","glutamate receptor, ionotropic, N-methyl D-aspartate 2B"
"9641","Hs.1198","GRIN2B","12","13605.41","glutamate receptor, ionotropic, N-methyl D-aspartate 2B"
"9642","Hs.123035","SERPINB4","18","59453.47","serine (or cysteine) proteinase inhibitor, clade B (ovalbumin), member 4"
"9643","Hs.12523","FLRT1","11","63646.721","fibronectin leucine rich transmembrane protein 1"
"9644","Hs.129055","ODF2","9","126594.476","outer dense fibre of sperm tails 2"
"9645","Hs.146329","CHEK2","22","27408.284","CHK2 checkpoint homolog (S. pombe)"
"9646","Hs.154846","PIK4CB","1","148480.994","phosphatidylinositol 4-kinase, catalytic, beta polypeptide"
"9647","Hs.155410","IDH3B","20","2634.042","isocitrate dehydrogenase 3 (NAD+) beta"
"9648","Hs.167218","BARX2","11","128783.486","BarH-like homeobox 2"
"9649","Hs.173092","SLC24A1","15","63630.086","solute carrier family 24 (sodium/potassium/calcium exchanger), member 1"
"9650","Hs.173092","SLC24A1","15","63630.086","solute carrier family 24 (sodium/potassium/calcium exchanger), member 1"
"9651","Hs.182611","SLC11A1","2","219450.218","solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1"
"9652","Hs.182611","SLC11A1","2","219450.218","solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1"
"9653","Hs.182982","GOLGIN-67","15","32387.327","golgin-67"
"9654","Hs.182982","GOLGIN-67","15","32387.327","golgin-67"
"9655","Hs.2156","RORA","15","58505.518","RAR-related orphan receptor A"
"9656","Hs.217493","ANXA2","15","58355.591","annexin A2"
"9657","Hs.24756","HGS","17","80346.948","hepatocyte growth factor-regulated tyrosine kinase substrate"
"9658","Hs.283822","RHD","1","25154.714","Rhesus blood group, D antigen"
"9659","Hs.283822","RHD","1","25154.714","Rhesus blood group, D antigen"
"9660","Hs.333509","ALPPL2","2","233474.091","alkaline phosphatase, placental-like 2"
"9661","Hs.300717","SCN3A","2","166146.583","sodium channel, voltage-gated, type III, alpha polypeptide"
"9662","Hs.178292","POFUT1","20","31540.695","protein O-fucosyltransferase 1"
"9663","Hs.321170","NBR2","17","41650.791","NBR2"
"9664","Hs.332008","","21","29365.044","Homo sapiens, Similar to chaperonin containing TCP1, subunit 8 (theta), clone MGC:12240 IMAGE:3930332, mRNA, complete cds"
"9665","Hs.37110","MAGEA9","23","147569.262","melanoma antigen, family A, 9"
"9666","Hs.554","SSA2","1","190317.422","Sjogren syndrome antigen A2 (60kD, ribonucleoprotein autoantigen SS-A/Ro)"
"9667","Hs.56247","ICOS","2","205004.045","inducible T-cell co-stimulator"
"9668","Hs.65993","CDC14A","1","100280.969","CDC14 cell division cycle 14 homolog A (S. cerevisiae)"
"9669","Hs.65993","CDC14A","1","100280.969","CDC14 cell division cycle 14 homolog A (S. cerevisiae)"
"9670","Hs.66","IL1RL1","2","102575.116","interleukin 1 receptor-like 1"
"9671","Hs.67896","OGFR","20","62162.525","opioid growth factor receptor"
"9672","Hs.73086","NPY6R","5","137219.954","neuropeptide Y receptor Y6 (pseudogene)"
"9673","Hs.74126","FABP6","5","159637.331","fatty acid binding protein 6, ileal (gastrotropin)"
"9674","Hs.765","GATA1","23","47690.937","GATA binding protein 1 (globin transcription factor 1)"
"9675","Hs.355697","","23","118880.173","Homo sapiens, clone MGC:13241 IMAGE:4026312, mRNA, complete cds"
"9676","Hs.77807","P2RX5","17","3800.169","purinergic receptor P2X, ligand-gated ion channel, 5"
"9677","Hs.79107","MAPK14","6","36042.427","mitogen-activated protein kinase 14"
"9678","Hs.81221","","14","105230.388","Homo sapiens, clone MGC:3963 IMAGE:3621362, mRNA, complete cds"
"9679","Hs.95990","PKLR","1","152476.421","pyruvate kinase, liver and RBC"
"9680","Hs.101","CYP4F2","19","15849.833","cytochrome P450, subfamily IVF, polypeptide 2"
"9681","Hs.107476","ATP5L","11","117809.968","ATP synthase, H+ transporting, mitochondrial F0 complex, subunit g"
"9682","Hs.11173","KCNJ6","21","37917.182","potassium inwardly-rectifying channel, subfamily J, member 6"
"9683","Hs.129730","PSORT","10","99559.024","putative mitochondrial space protein 32.1"
"9684","Hs.132794","PCYT1B","23","23941.384","phosphate cytidylyltransferase 1, choline, beta isoform"
"9685","Hs.139800","HMGIY","6","34251.504","high-mobility group (nonhistone chromosomal) protein isoforms I and Y"
"9686","Hs.146847","TANK","2","162196.009","TRAF family member-associated NFKB activator"
"9687","Hs.148495","PSMD4","1","148443.778","proteasome (prosome, macropain) 26S subunit, non-ATPase, 4"
"9688","Hs.148495","PSMD4","1","148443.778","proteasome (prosome, macropain) 26S subunit, non-ATPase, 4"
"9689","Hs.158203","ABLIM","10","115855.458","actin binding LIM protein"
"9690","Hs.158205","BLZF1","1","166524.604","basic leucine zipper nuclear factor 1 (JEM-1)"
"9691","Hs.158947","FLJ20244","19","13076.715","hypothetical protein FLJ20244"
"9692","Hs.159352","DKFZP434F122","8","58242.062","DKFZP434F122 protein"
"9693","Hs.164915","SNAPC3","9","15412.866","small nuclear RNA activating complex, polypeptide 3, 50kD"
"9694","Hs.165998","PAI-RBP1","1","67247.871","PAI-1 mRNA-binding protein"
"9695","Hs.169246","MAGEA12","23","150516.907","melanoma antigen, family A, 12"
"9696","Hs.172207","NONO","23","69370.292","non-POU domain containing, octamer-binding"
"9697","Hs.172471","KCNAB1","3","157181.663","potassium voltage-gated channel, shaker-related subfamily, beta member 1"
"9698","Hs.334503","MGC12386","16","56476.046","hypothetical protein MGC12386"
"9699","Hs.183418","CDC2L2","1","1582.616","cell division cycle 2-like 2"
"9700","Hs.355896","CDC2L2","1","1582.616","cell division cycle 2-like 2"
"9701","Hs.1837","POU3F1","1","37923.571","POU domain, class 3, transcription factor 1"
"9702","Hs.1906","PRLR","5","35110.121","prolactin receptor"
"9703","Hs.267445","MAPK8","10","48954.289","mitogen-activated protein kinase 8"
"9704","Hs.2156","RORA","15","58505.518","RAR-related orphan receptor A"
"9705","Hs.22564","MYO6","6","76454.645","myosin VI"
"9706","Hs.23759","CD209L","19","7734.099","CD209 antigen-like"
"9707","Hs.250870","MAP2K5","15","65550.838","mitogen-activated protein kinase kinase 5"
"9708","Hs.253829","","8","22963.865","Homo sapiens, Similar to tumor necrosis factor receptor superfamily, member 10c, decoy without an intracellular domain, clone MGC:12787 IMAGE:4039959, mRNA, complete cds"
"9709","Hs.253829","","8","22963.865","Homo sapiens, Similar to tumor necrosis factor receptor superfamily, member 10c, decoy without an intracellular domain, clone MGC:12787 IMAGE:4039959, mRNA, complete cds"
"9710","Hs.122275","FLJ20499","2","241739.578","testis specific ankyrin-like protein 1"
"9711","Hs.272537","DNTT","10","97728.798","deoxynucleotidyltransferase, terminal"
"9712","Hs.178121","KIAA0626","4","171607.502","KIAA0626 gene product"
"9713","Hs.178121","KIAA0626","4","171607.502","KIAA0626 gene product"
"9714","Hs.288736","NAG18","19","63139.151","NAG18 protein"
"9715","Hs.289105","SSX2","23","51747.098","synovial sarcoma, X breakpoint 2"
"9716","Hs.30570","PQBP1","23","47801.511","polyglutamine binding protein 1"
"9717","Hs.33251","PPIE","1","39617.855","peptidylprolyl isomerase E (cyclophilin E)"
"9718","Hs.37106","MAGEA11","23","147473.36","melanoma antigen, family A, 11"
"9719","Hs.37860","KLF1","19","12856.698","Kruppel-like factor 1 (erythroid)"
"9720","Hs.389","ADH7","4","100791.88","alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide"
"9721","Hs.457","FUT7","9","135281.918","fucosyltransferase 7 (alpha (1,3) fucosyltransferase)"
"9722","Hs.333257","AVIL","12","56477.709","advillin"
"9723","Hs.4975","KCNQ2","20","62791.379","potassium voltage-gated channel, KQT-like subfamily, member 2"
"9724","Hs.69285","NRP1","10","33473.009","neuropilin 1"
"9725","Hs.727","INHBA","7","41469.575","inhibin, beta A (activin A, activin AB alpha polypeptide)"
"9726","Hs.73793","VEGF","6","43784.8","vascular endothelial growth factor"
"9727","Hs.73793","VEGF","6","43784.8","vascular endothelial growth factor"
"9728","Hs.73885","HLA-G","6","29903.528","HLA-G histocompatibility antigen, class I, G"
"9729","Hs.73888","TCF1","12","119828.501","transcription factor 1, hepatic; LF-B1, hepatic nuclear factor (HNF1), albumin proximal factor"
"9730","Hs.76666","C9orf10","9","91555.581","C9orf10 protein"
"9731","Hs.788","AKAP12","6","151592.499","A kinase (PRKA) anchor protein (gravin) 12"
"9732","Hs.79133","CDH8","16","61462.438","cadherin 8, type 2"
"9733","Hs.81073","FETUB","3","187679.061","fetuin B"
"9734","Hs.81073","FETUB","3","187679.061","fetuin B"
"9735","Hs.87223","BMPR1B","4","96137.521","bone morphogenetic protein receptor, type IB"
"9736","Hs.8765","RNAHP","17","62343.261","RNA helicase-related protein"
"9737","Hs.87819","","14","88251.907","Homo sapiens, clone MGC:2492 IMAGE:3353520, mRNA, complete cds"
"9738","Hs.349695","TUBA2","13","17545.919","tubulin, alpha 2"
"9739","Hs.101840","HLALS","1","178242.519","major histocompatibility complex, class I-like sequence"
"9740","Hs.107479","KIAA0738","7","142941.789","KIAA0738 gene product"
"9741","Hs.108301","NR2C1","12","93918.138","nuclear receptor subfamily 2, group C, member 1"
"9742","Hs.108301","NR2C1","12","93918.138","nuclear receptor subfamily 2, group C, member 1"
"9743","Hs.115246","MSH4","1","75685.222","mutS homolog 4 (E. coli)"
"9744","Hs.11955","B9","17","19408.518","B9 protein"
"9745","Hs.11955","B9","17","19408.518","B9 protein"
"9746","Hs.121494","SPAM1","7","123119.831","sperm adhesion molecule 1 (PH-20 hyaluronidase, zona pellucida binding)"
"9747","Hs.125156","TADA2L","17","35962.861","transcriptional adaptor 2 (ADA2 homolog, yeast)-like"
"9748","Hs.127799","BIRC3","11","101725.91","baculoviral IAP repeat-containing 3"
"9749","Hs.131525","KIAA0998","14","74201.515","KIAA0998 protein"
"9750","Hs.13225","B4GALT4","3","120251.489","UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 4"
"9751","Hs.142653","RFP","6","28978.769","ret finger protein"
"9752","Hs.14805","SLC21A11","15","90126.713","solute carrier family 21 (organic anion transporter), member 11"
"9753","Hs.155637","PRKDC","8","48735.628","protein kinase, DNA-activated, catalytic polypeptide"
"9754","Hs.159608","ALDH3A2","17","19714.119","aldehyde dehydrogenase 3 family, member A2"
"9755","Hs.166184","ITSN2","2","24417.727","intersectin 2"
"9756","Hs.167379","CTAG1","23","152313.416","cancer/testis antigen 1"
"9757","Hs.167927","ICA1","7","7897.74","islet cell autoantigen 1 (69kD)"
"9758","Hs.169191","SCYA23","17","34485.646","small inducible cytokine subfamily A (Cys-Cys), member 23"
"9759","Hs.169191","SCYA23","17","34485.646","small inducible cytokine subfamily A (Cys-Cys), member 23"
"9760","Hs.169350","RASGRF1","15","76970.104","Ras protein-specific guanine nucleotide-releasing factor 1"
"9761","Hs.169609","ASMT","24","1359.802","acetylserotonin O-methyltransferase"
"9762","Hs.374518","RALGPS1A","9","125053.097","Ral guanine nucleotide exchange factor RalGPS1A"
"9763","Hs.170414","PACE4","15","99579.397","paired basic amino acid cleaving system 4"
"9764","Hs.171391","CTBP2","10","126251.8","C-terminal binding protein 2"
"9765","Hs.172674","NFATC3","16","67895.61","nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3"
"9766","Hs.172674","NFATC3","16","67895.61","nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3"
"9767","Hs.173894","CSF1","1","109752.183","colony stimulating factor 1 (macrophage)"
"9768","Hs.177687","AKR1C4","10","5192.797","aldo-keto reductase family 1, member C4 (chlordecone reductase; 3-alpha hydroxysteroid dehydrogenase, type I; dihydrodiol dehydrogenase 4)"
"9769","Hs.334562","CDC2","10","61884.513","cell division cycle 2, G1 to S and G2 to M"
"9770","Hs.184945","GBX2","2","237361.306","gastrulation brain homeo box 2"
"9771","Hs.187991","WSB1","17","25766.669","SOCS box-containing WD protein SWiP-1"
"9772","Hs.190846","GREB1","2","11704.589","GREB1 protein"
"9773","Hs.195175","CFLAR","2","202183.432","CASP8 and FADD-like apoptosis regulator"
"9774","Hs.195175","CFLAR","2","202183.432","CASP8 and FADD-like apoptosis regulator"
"9775","Hs.208","GCGR",NA,NA,"glucagon receptor"
"9776","Hs.23348","SKP2","5","36197.689","S-phase kinase-associated protein 2 (p45)"
"9777","Hs.235069","RECQL","12","21514.353","RecQ protein-like (DNA helicase Q1-like)"
"9778","Hs.245828","SIGLEC9","19","56319.976","sialic acid binding Ig-like lectin 9"
"9779","Hs.246857","MAPK9","5","179772.445","mitogen-activated protein kinase 9"
"9780","Hs.24697","CMAH","6","25189.776","cytidine monophosphate-N-acetylneuraminic acid hydroxylase (CMP-N-acetylneuraminate monooxygenase)"
"9781","Hs.247741","PCDHA2","5","140202.944","protocadherin alpha 2"
"9782","Hs.250745","RPC62","1","143341.292","polymerase (RNA) III (DNA directed) (62kD)"
"9783","Hs.263812","NUDC","1","26852.911","nuclear distribution gene C homolog (A. nidulans)"
"9784","Hs.263812","NUDC","1","26852.911","nuclear distribution gene C homolog (A. nidulans)"
"9785","Hs.268554","CYP4F8","19","15587.424","cytochrome P450, subfamily IVF, polypeptide 8"
"9786","Hs.272429","CASR","3","123223.43","calcium-sensing receptor (hypocalciuric hypercalcemia 1, severe neonatal hyperparathyroidism)"
"9787","Hs.274295","TRIM10","6","30225.936","tripartite motif-containing 10"
"9788","Hs.274295","TRIM10","6","30225.936","tripartite motif-containing 10"
"9789","Hs.274614","SULT1A3","16","30244.567","sulfotransferase family, cytosolic, 1A, phenol-preferring, member 3"
"9790","Hs.27801","ZNF278","22","30046.343","zinc finger protein 278"
"9791","Hs.278027","LIMK2","22","29968.941","LIM domain kinase 2"
"9792","Hs.348556","KIAA1649","22","41210.667","KIAA1649 protein"
"9793","Hs.348556","KIAA1649","22","41210.667","KIAA1649 protein"
"9794","Hs.278378","TRN2","19","12673.153","karyopherin beta 2b, transportin"
"9795","Hs.283822","RHD","1","25154.714","Rhesus blood group, D antigen"
"9796","Hs.279497","MGC4638","12","56135.37","hypothetical protein MGC4638"
"9797","Hs.279681","HNRPH3","10","69436.481","heterogeneous nuclear ribonucleoprotein H3 (2H9)"
"9798","Hs.344109","","1","152400.408","Human mRNA for alternative splicing product of glucocerebrosidase pseudogene, complete cds"
"9799","Hs.28491","SAT","23","23162.729","spermidine/spermine N1-acetyltransferase"
"9800","Hs.28491","SAT","23","23162.729","spermidine/spermine N1-acetyltransferase"
"9801","Hs.287832","MPZL1","1","164878.615","myelin protein zero-like 1"
"9802","Hs.298089","ZFP93","19","49482.439","zinc finger protein 93 homolog (mouse)"
"9803","Hs.283658","PRB1","12","11396.023","proline-rich protein BstNI subfamily 1"
"9804","Hs.326742","LOC90346","19","57207.83","hypothetical protein BC004930"
"9805","Hs.32959","GPRK2L","4","2996.96","G protein-coupled receptor kinase 2-like (Drosophila)"
"9806","Hs.32963","CDH6","5","31239.296","cadherin 6, type 2, K-cadherin (fetal kidney)"
"9807","Hs.32963","CDH6","5","31239.296","cadherin 6, type 2, K-cadherin (fetal kidney)"
"9808","Hs.330986","MGC10646","4","80696.668","hypothetical protein MGC10646"
"9809","Hs.36973","GNAT2","1","109444.44","guanine nucleotide binding protein (G protein), alpha transducing activity polypeptide 2"
"9810","Hs.3745","MFGE8","15","87171.683","milk fat globule-EGF factor 8 protein"
"9811","Hs.41682","KLRD1","12","10351.683","killer cell lectin-like receptor subfamily D, member 1"
"9812","Hs.428","FLT3LG","19","54669.302","fms-related tyrosine kinase 3 ligand"
"9813","Hs.46328","FUT2","19","53875.071","fucosyltransferase 2 (secretor status included)"
"9814","Hs.50649","PIG3","2","24274.839","quinone oxidoreductase homolog"
"9815","Hs.50964","CEACAM1","19","47703.298","carcinoembryonic antigen-related cell adhesion molecule 1 (biliary glycoprotein)"
"9816","Hs.336678","DTNA","18","30650.312","dystrobrevin, alpha"
"9817","Hs.61289","SYNJ2","6","158312.204","synaptojanin 2"
"9818","Hs.6139","SYNGR1","22","38003.213","synaptogyrin 1"
"9819","Hs.69049","TTPA","8","64023.427","tocopherol (alpha) transfer protein (ataxia (Friedreich-like) with vitamin E deficiency)"
"9820","Hs.69285","NRP1","10","33473.009","neuropilin 1"
"9821","Hs.70266","KIAA0905","4","84198.209","yeast Sec31p homolog"
"9822","Hs.72874","PHEX","23","21412.473","phosphate regulating gene with homologies to endopeptidases on the X chromosome (hypophosphatemia, vitamin D resistant rickets)"
"9823","Hs.75619","HYAL1","3","50296.332","hyaluronoglucosaminidase 1"
"9824","Hs.75782","GTF3C2","2","27523.257","general transcription factor IIIC, polypeptide 2 (beta subunit, 110kD)"
"9825","Hs.758","RASA1","5","86648.223","RAS p21 protein activator (GTPase activating protein) 1"
"9826","Hs.77313","CDK10","16","89496.872","cyclin-dependent kinase (CDC2-like) 10"
"9827","Hs.77868","LOC51035","11","62219.332","ORF"
"9828","Hs.78880","ILVBL","19","15086.786","ilvB (bacterial acetolactate synthase)-like"
"9829","Hs.78921","AKAP1","17","55637.258","A kinase (PRKA) anchor protein 1"
"9830","Hs.78921","AKAP1","17","55637.258","A kinase (PRKA) anchor protein 1"
"9831","Hs.83919","GCS1","2","74662.734","glucosidase I"
"9832","Hs.85087","LTBP4","19","45790.911","latent transforming growth factor beta binding protein 4"
"9833","Hs.88411","LY117","6","31659.72","lymphocyte antigen 117"
"9834","Hs.89571","RAD52","12","891.503","RAD52 homolog (S. cerevisiae)"
"9835","Hs.93207","NF1","17","29567.679","neurofibromin 1 (neurofibromatosis, von Recklinghausen disease, Watson disease)"
"9836","Hs.99931","SGCA","17","48718.028","sarcoglycan, alpha (50kD dystrophin-associated glycoprotein)"
"9837","Hs.99936","KRT10","17","39347.534","keratin 10 (epidermolytic hyperkeratosis; keratosis palmaris et plantaris)"
"9838","Hs.106290","AB026190","1","170923.498","Kelch motif containing protein"
"9839","Hs.106290","AB026190","1","170923.498","Kelch motif containing protein"
"9840","Hs.106415","PPARD","6","35357.24","peroxisome proliferative activated receptor, delta"
"9841","Hs.1080","TACR1","2","75252.699","tachykinin receptor 1"
"9842","Hs.11050","FBXO9","6","52976.631","F-box only protein 9"
"9843","Hs.11171","APG5L","6","106677.921","APG5 autophagy 5-like (S. cerevisiae)"
"9844","Hs.113207","GPR30","7","870.849","G protein-coupled receptor 30"
"9845","Hs.113292","CAPN9","1","227918.134","calpain 9 (nCL-4)"
"9846","Hs.115460","CCIN","9","36159.39","calicin"
"9847","Hs.115770","TNFSF11","13","40943.794","tumor necrosis factor (ligand) superfamily, member 11"
"9848","Hs.115808","LAIR1","19","59557.945","leukocyte-associated Ig-like receptor 1"
"9849","Hs.118174","TTC3","21","37378.485","tetratricopeptide repeat domain 3"
"9850","Hs.119122","RPL13A","19","54682.676","ribosomal protein L13a"
"9851","Hs.120360","PLA2G6","22","36750.541","phospholipase A2, group VI (cytosolic, calcium-independent)"
"9852","Hs.12102","SNX3","6","108578.287","sorting nexin 3"
"9853","Hs.123090","SMARCF1","1","26627.212","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily f, member 1"
"9854","Hs.12376","PCLO","7","82063.475","piccolo (presynaptic cytomatrix protein)"
"9855","Hs.125124","EPHB2","1","22506.932","EphB2"
"9856","Hs.125783","KIAA0452","1","51122.848","DEME-6 protein"
"9857","Hs.1265","BCKDHB","6","80811.959","branched chain keto acid dehydrogenase E1, beta polypeptide (maple syrup urine disease)"
"9858","Hs.129844","TNFRSF10D","8","23016.837","tumor necrosis factor receptor superfamily, member 10d, decoy with truncated death domain"
"9859","Hs.14845","FOXO3A","6","108927.057","forkhead box O3A"
"9860","Hs.151461","EED","11","85682.122","embryonic ectoderm development"
"9861","Hs.155524","PNUTL2","17","57072.253","peanut-like 2 (Drosophila)"
"9862","Hs.155546","GGA2","16","23442.197","golgi associated, gamma adaptin ear containing, ARF binding protein 2"
"9863","Hs.159553","CMKLR1","12","107187.813","chemokine-like receptor 1"
"9864","Hs.166156","LILRA1","19","59796.924","leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 1"
"9865","Hs.167742","GLRA3","4","176260.099","glycine receptor, alpha 3"
"9866","Hs.169139","KYNU","2","143845.987","kynureninase (L-kynurenine hydrolase)"
"9867","Hs.169139","KYNU","2","143845.987","kynureninase (L-kynurenine hydrolase)"
"9868","Hs.170279","TFPI","2","188534.205","tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)"
"9869","Hs.170279","TFPI","2","188534.205","tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)"
"9870","Hs.172458","IDS","23","147269.523","iduronate 2-sulfatase (Hunter syndrome)"
"9871","Hs.182423","C21orf33","21","44409.71","chromosome 21 open reading frame 33"
"9872","Hs.334334","TFAP2A","6","10506.384","transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)"
"9873","Hs.184604","PPY","17","42493.337","pancreatic polypeptide"
"9874","Hs.267445","MAPK8","10","48954.289","mitogen-activated protein kinase 8"
"9875","Hs.19699","CGTHBA","16","74.272","Conserved gene telomeric to alpha globin cluster"
"9876","Hs.197764","TITF1","14","34975.644","thyroid transcription factor 1"
